Date,Open,High,Low,Close,Adj Close,Volume
2012-10-01,null,null,null,null,null,null
2012-11-01,25.779686,27.596567,25.357655,27.389128,26.042507,114975200
2012-12-01,27.610872,29.856939,26.959942,29.284693,27.844873,95458300
2013-01-01,30.164520,32.582260,29.434908,32.031475,30.531269,95924200
2013-02-01,32.246067,32.660946,28.748211,29.670958,28.281309,102912600
2013-03-01,29.456366,31.130186,29.134478,30.021460,28.615395,92826700
2013-04-01,29.921316,32.038628,28.841202,29.642345,28.334824,116118700
2013-05-01,29.628040,33.955650,29.499285,32.510731,31.076683,130312200
2013-06-01,32.653790,33.226036,29.935623,30.586552,29.237379,95831800
2013-07-01,30.793991,33.547924,30.557940,31.995708,30.669813,73880200
2013-08-01,32.553650,34.570816,32.417740,33.361946,31.979435,70062400
2013-09-01,33.648067,38.247498,33.347641,36.659515,35.140354,91098200
2013-10-01,36.266094,38.082977,35.329041,36.309013,34.884747,71996300
2013-11-01,36.423462,39.871246,35.650928,38.319027,36.815914,73141300
2013-12-01,38.247498,41.444920,37.596565,40.908440,39.303745,59294500
2014-01-01,40.844063,43.791130,40.164520,41.595135,40.055527,73378200
2014-02-01,41.595135,43.247498,39.248928,40.722462,39.215145,99903700
2014-03-01,40.143063,42.432045,38.783978,40.000000,38.519432,71465000
2014-04-01,40.200287,40.944206,37.167381,38.655220,37.224430,59031200
2014-05-01,38.583691,41.044350,38.383404,40.729614,39.316986,64034100
2014-06-01,40.743919,42.618027,40.271816,41.087269,39.662243,42404800
2014-07-01,41.301861,41.909870,39.442059,40.121601,38.818684,55219400
2014-08-01,39.892704,42.246067,38.762516,40.886982,39.559204,54267300
2014-09-01,40.937054,42.489269,40.000000,40.758224,39.434639,50612000
2014-10-01,40.665237,40.886982,35.622318,39.542202,38.347073,83418700
2014-11-01,39.900002,42.990002,39.490002,42.740002,41.448223,56373700
2014-12-01,42.689999,42.730000,38.090000,40.939999,39.702625,48770200
2015-01-01,41.180000,41.310001,37.680000,37.770000,36.628437,53067700
2015-02-01,37.900002,42.490002,37.709999,42.209999,41.034466,52385100
2015-03-01,42.340000,42.740002,40.369999,41.549999,40.392845,44501800
2015-04-01,41.459999,43.590000,40.720001,41.369999,40.316921,47251000
2015-05-01,41.410000,42.930000,40.820000,41.189999,40.141506,44051900
2015-06-01,41.430000,41.430000,38.480000,38.580002,37.597950,58978100
2015-07-01,38.889999,41.139999,38.610001,40.950001,40.007515,54238300
2015-08-01,40.919998,41.349998,33.570000,36.310001,35.474304,56289900
2015-09-01,35.299999,36.990002,33.240002,34.330002,33.539871,47082800
2015-10-01,34.320000,38.099998,33.119999,37.759998,36.998016,52916300
2015-11-01,37.869999,42.200001,36.500000,41.820000,40.976082,74662700
2015-12-01,42.160000,42.480000,39.900002,41.810001,40.966286,59276500
2016-01-01,41.060001,41.189999,36.009998,37.650002,36.991112,50734500
2016-02-01,37.369999,38.189999,34.150002,37.349998,36.696362,53142400
2016-03-01,37.630001,40.580002,37.610001,39.849998,39.152607,37070700
2016-04-01,39.560001,42.000000,39.169998,40.919998,40.203884,34706600
2016-05-01,41.200001,46.000000,40.389999,45.889999,45.217396,53543300
2016-06-01,45.750000,46.680000,41.980000,44.360001,43.709824,52011000
2016-07-01,44.360001,48.180000,43.360001,48.110001,47.529762,34708800
2016-08-01,48.110001,48.630001,46.090000,46.980000,46.413395,45177500
2016-09-01,47.029999,47.389999,44.470001,47.090000,46.522068,38860600
2016-10-01,46.820000,48.150002,43.110001,43.570000,43.151443,37259900
2016-11-01,43.730000,47.799999,43.139999,43.980000,43.557510,53247600
2016-12-01,44.080002,46.919998,42.919998,45.560001,45.122330,33903200
2017-01-01,45.930000,49.480000,45.740002,48.970001,48.640003,45134900
2017-02-01,48.930000,51.939999,48.470001,51.299999,50.954300,39130400
2017-03-01,51.619999,54.820000,50.860001,52.869999,52.513721,40890100
2017-04-01,52.900002,55.509998,52.259998,55.049999,54.814732,32352600
2017-05-01,55.500000,60.810001,55.360001,60.340000,60.082123,50926000
2017-06-01,60.009998,61.150002,58.119999,59.310001,59.056526,42757900
2017-07-01,59.590000,61.840000,59.070000,59.790001,59.667068,32312300
2017-08-01,60.040001,64.830002,58.220001,64.720001,64.586929,43415800
2017-09-01,64.900002,66.449997,63.720001,64.199997,64.068001,28129800
2017-10-01,64.290001,66.379997,64.209999,66.360001,66.223557,6882900
2017-10-06,65.680000,66.379997,65.660004,66.360001,66.360001,1405100
