Date,Open,High,Low,Close,Adj Close,Volume
2012-10-01,null,null,null,null,null,null
2012-11-01,22.910000,23.350000,19.709999,21.090000,19.780693,7619100
2012-12-01,21.299999,23.500000,20.860001,22.459999,21.166965,5758800
2013-01-01,23.030001,24.160000,21.840000,23.900000,22.524059,6580800
2013-02-01,24.030001,29.110001,23.790001,26.610001,25.078047,7204500
2013-03-01,26.350000,29.200001,25.980000,28.930000,27.369345,5034000
2013-04-01,28.799999,28.860001,26.330000,27.770000,26.271921,5475100
2013-05-01,28.410000,30.930000,27.160000,30.219999,28.589754,6678200
2013-06-01,30.290001,32.349998,28.570000,29.990000,28.466993,4269500
2013-07-01,30.309999,33.869999,30.139999,33.000000,31.324133,6865700
2013-08-01,33.259998,33.689999,31.219999,31.270000,29.681988,6239100
2013-09-01,31.680000,35.709999,31.280001,34.919998,33.260273,6959500
2013-10-01,35.029999,38.290001,34.480000,35.540001,33.850807,9597200
2013-11-01,35.619999,37.480000,34.869999,36.500000,34.765190,5562300
2013-12-01,36.500000,38.560001,35.830002,38.310001,36.600864,4248300
2014-01-01,38.259998,40.919998,36.599998,37.439999,35.769684,6527200
2014-02-01,37.419998,39.000000,35.340000,38.450001,36.734627,5674700
2014-03-01,38.220001,39.990002,37.290001,38.470001,36.863029,6133600
2014-04-01,38.639999,40.000000,36.270000,38.520000,36.910938,5350000
2014-05-01,38.450001,38.680000,36.400002,37.380001,35.818565,4376600
2014-06-01,37.389999,40.009998,36.580002,38.540001,37.038868,4138900
2014-07-01,38.580002,39.070000,34.220001,34.250000,32.915962,6846000
2014-08-01,34.119999,35.099998,33.529999,34.240002,32.906353,5341000
2014-09-01,34.430000,34.930000,30.350000,30.350000,29.260303,6200900
2014-10-01,30.280001,36.750000,29.469999,36.560001,35.247337,12168300
2014-11-01,36.549999,37.669998,35.939999,36.730000,35.411240,4064500
2014-12-01,36.570000,37.880001,33.599998,37.009998,35.796814,5750700
2015-01-01,37.189999,37.290001,33.750000,34.349998,33.224003,5044300
2015-02-01,34.549999,40.770000,34.400002,40.020000,38.708149,5763000
2015-03-01,39.950001,41.000000,38.700001,40.490002,39.281113,5550200
2015-04-01,40.369999,41.740002,39.709999,40.099998,38.902756,4178900
2015-05-01,40.139999,41.490002,39.040001,40.259998,39.057980,4853800
2015-06-01,40.540001,40.950001,38.750000,38.990002,37.937073,4232100
2015-07-01,39.330002,39.660000,37.009998,38.930000,37.878693,6484400
2015-08-01,38.869999,41.779999,36.830002,38.630001,37.586792,5601700
2015-09-01,37.900002,38.230000,35.330002,36.049999,35.188053,5200600
2015-10-01,36.099998,39.740002,33.000000,37.590000,36.691231,6785800
2015-11-01,37.599998,39.509998,37.119999,38.520000,37.598999,4480500
2015-12-01,38.630001,38.660000,34.610001,35.389999,34.651554,4173400
2016-01-01,34.669998,35.119999,30.430000,32.509998,31.831650,4049200
2016-02-01,32.230000,35.230000,30.070000,34.310001,33.594093,8284400
2016-03-01,34.669998,35.810001,33.650002,35.029999,34.421307,3725400
2016-04-01,34.689999,37.750000,31.760000,32.490002,31.925449,6872300
2016-05-01,32.490002,34.160000,32.119999,33.389999,32.809807,4414800
2016-06-01,33.209999,34.860001,31.129999,33.119999,32.674480,4956900
2016-07-01,33.110001,38.000000,32.549999,37.930000,37.419777,3624700
2016-08-01,38.000000,41.860001,37.700001,41.340000,40.783909,4602800
2016-09-01,41.470001,41.799999,38.540001,40.549999,40.131065,3650100
2016-10-01,40.310001,41.470001,37.880001,39.840000,39.428402,3023700
2016-11-01,39.950001,46.970001,37.950001,46.200001,45.722694,4348700
2016-12-01,46.419998,49.900002,46.070000,47.419998,47.066334,4331000
2017-01-01,48.189999,48.959999,45.470001,48.130001,47.771038,3496900
2017-02-01,48.310001,51.070000,46.740002,50.110001,49.736275,3476000
2017-03-01,50.990002,51.970001,48.209999,51.340000,51.089321,3386700
2017-04-01,51.509998,56.509998,49.310001,54.970001,54.701599,4031000
2017-05-01,55.540001,56.820000,53.490002,56.590000,56.313686,5626700
2017-06-01,56.970001,60.740002,56.470001,58.529999,58.393726,5587400
2017-07-01,58.740002,62.369999,58.150002,60.180000,60.039886,4395100
2017-08-01,60.430000,62.599998,57.700001,62.520000,62.374435,5435800
2017-09-01,62.820000,73.839996,60.080002,70.440002,70.440002,6678100
2017-10-01,70.669998,72.279999,70.570000,70.750000,70.750000,1195500
2017-10-06,70.970001,71.330002,70.570000,70.750000,70.750000,215146
