Date,Open,High,Low,Close,Adj Close,Volume
2012-10-01,null,null,null,null,null,null
2012-10-08,24.920000,25.020000,23.980000,24.049999,22.556929,969200
2012-10-15,24.110001,24.730000,23.760000,23.889999,22.406857,855900
2012-10-22,23.879999,24.320000,22.930000,23.040001,21.609627,1229400
2012-10-29,22.370001,23.350000,22.160000,22.570000,21.168810,1381000
2012-11-05,22.559999,23.200001,20.070000,21.290001,19.968273,1780000
2012-11-12,21.309999,21.510000,19.709999,19.930000,18.692705,2152100
2012-11-19,20.250000,20.730000,20.080000,20.730000,19.443037,1181400
2012-11-26,20.590000,21.559999,20.420000,21.090000,19.780693,1560400
2012-12-03,21.299999,21.650000,20.860001,21.370001,20.139713,1525300
2012-12-10,21.360001,21.920000,20.980000,21.139999,19.922956,1522400
2012-12-17,21.150000,22.610001,21.150000,22.350000,21.063293,1902900
2012-12-24,22.260000,23.500000,21.879999,21.959999,20.695749,652900
2012-12-31,21.860001,23.370001,21.860001,23.170000,21.836086,1032600
2013-01-07,22.990000,23.100000,22.400000,22.670000,21.364870,1573000
2013-01-14,22.580000,22.820000,21.840000,22.760000,21.449692,2043900
2013-01-21,22.740000,23.879999,22.740000,23.709999,22.344997,1102500
2013-01-28,23.730000,24.379999,23.500000,24.240000,22.844486,1341400
2013-02-04,24.020000,24.290001,23.879999,24.209999,22.816212,917600
2013-02-11,24.170000,25.250000,23.790001,24.719999,23.296848,1182800
2013-02-18,24.690001,29.110001,24.290001,28.100000,26.482260,1968000
2013-02-25,28.180000,28.420000,25.719999,26.320000,24.804737,3020400
2013-03-04,26.240000,28.049999,25.980000,27.830000,26.328686,1647400
2013-03-11,28.360001,29.100000,28.180000,28.990000,27.426105,1685300
2013-03-18,28.530001,29.180000,27.940001,28.559999,27.019308,827700
2013-03-25,28.590000,29.200001,28.219999,28.930000,27.369345,632000
2013-04-01,28.799999,28.860001,27.410000,27.889999,26.385447,1036500
2013-04-08,27.969999,28.680000,27.740000,27.920000,26.413830,1189200
2013-04-15,27.750000,27.850000,26.459999,27.139999,25.675909,1637400
2013-04-22,27.070000,27.959999,26.330000,27.280001,25.808353,1115100
2013-04-29,27.170000,28.889999,27.000000,28.570000,27.028765,1644100
2013-05-06,28.510000,29.520000,28.430000,29.440001,27.851833,1203600
2013-05-13,29.379999,30.790001,28.950001,30.580000,28.930332,1615800
2013-05-20,30.459999,30.930000,29.459999,30.110001,28.485689,1684400
2013-05-27,30.549999,30.850000,30.049999,30.219999,28.685305,1027200
2013-06-03,30.290001,32.349998,29.320000,29.959999,28.438511,1103800
2013-06-10,30.000000,30.059999,29.000000,29.219999,27.736092,738600
2013-06-17,29.420000,29.860001,28.570000,29.490000,27.992382,1237900
2013-06-24,29.049999,30.230000,28.990000,29.990000,28.466993,1189200
2013-07-01,30.309999,31.139999,30.139999,31.120001,29.539600,947900
2013-07-08,31.180000,33.000000,30.770000,32.820000,31.153261,1709100
2013-07-15,32.930000,33.320000,31.230000,33.099998,31.419050,1588000
2013-07-22,33.180000,33.360001,32.490002,32.860001,31.191235,1337400
2013-07-29,32.700001,33.869999,32.630001,33.110001,31.428535,2656500
2013-08-05,33.000000,33.470001,32.500000,32.599998,30.944441,1733400
2013-08-12,32.250000,32.939999,32.060001,32.320000,30.678665,1127800
2013-08-19,32.299999,32.439999,31.790001,32.200001,30.564754,953700
2013-08-26,32.220001,32.369999,31.219999,31.270000,29.783762,1051000
2013-09-02,31.680000,32.419998,31.280001,32.139999,30.612408,1119800
2013-09-09,32.189999,34.000000,32.189999,33.610001,32.012539,1873500
2013-09-16,33.950001,35.709999,33.369999,35.540001,33.850807,2185500
2013-09-23,35.450001,35.450001,34.340000,34.799999,33.145985,1406900
2013-09-30,34.259998,35.820000,34.250000,35.520000,33.831760,1324200
2013-10-07,35.189999,36.340000,34.480000,36.220001,34.498497,1673800
2013-10-14,35.939999,37.630001,35.820000,37.490002,35.708134,1675100
2013-10-21,37.540001,38.290001,35.500000,35.830002,34.127026,2691500
2013-10-28,35.820000,36.299999,35.119999,35.470001,33.784142,3160600
2013-11-04,35.480000,37.480000,35.279999,36.750000,35.003304,1951200
2013-11-11,36.650002,36.799999,35.490002,36.049999,34.336571,1247200
2013-11-18,36.169998,36.419998,34.869999,36.040001,34.327053,1174100
2013-11-25,36.060001,36.779999,35.610001,36.500000,34.765190,635600
2013-12-02,36.500000,37.099998,35.849998,36.900002,35.253769,1191300
2013-12-09,36.939999,37.209999,35.830002,36.070000,34.460800,973900
2013-12-16,36.209999,37.730000,36.110001,37.480000,35.807896,1284900
2013-12-23,37.660000,38.560001,37.590000,38.189999,36.486221,490100
2013-12-30,38.230000,38.470001,37.349998,37.639999,35.960751,710100
2014-01-06,37.740002,38.750000,37.220001,38.400002,36.686859,1197800
2014-01-13,38.209999,40.700001,37.900002,40.490002,38.683613,1582600
2014-01-20,40.660000,40.919998,37.730000,37.990002,36.295143,1419600
2014-01-27,38.000000,38.400002,36.599998,37.439999,35.769684,1925200
2014-02-03,37.419998,37.430000,35.340000,36.369999,34.747417,1470100
2014-02-10,36.259998,37.400002,35.730000,37.060001,35.406631,1187500
2014-02-17,37.009998,38.689999,36.919998,37.349998,35.683701,878600
2014-02-24,37.439999,39.000000,36.400002,38.450001,36.734627,2138500
2014-03-03,38.220001,39.290001,37.619999,38.540001,36.930099,1227200
2014-03-10,38.419998,39.009998,38.090000,38.439999,36.834282,1439700
2014-03-17,38.730000,39.990002,38.590000,39.430000,37.782925,2206400
2014-03-24,39.509998,39.709999,37.380001,37.599998,36.029362,1072700
2014-03-31,37.810001,39.439999,37.290001,38.310001,36.709709,936600
